,path,link_pairs,x_positions,y_positions,is_on_top,origin,goal,game_pair,coordinates
143,Achilles_tendon;Achilles;Trojan_War;Bronze_Age;Sub-Saharan_Africa;North_Africa;Africa;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Trojan_War'), ('Trojan_War', 'Bronze_Age'), ('Bronze_Age', 'Sub-Saharan_Africa'), ('Sub-Saharan_Africa', 'North_Africa'), ('North_Africa', 'Africa'), ('Africa', 'Elephant'), ('Elephant', 'Ivory')]","[376, 610, 534, 932, 695, 392, 96, 741]","[252, 75, 316, 94, 75, 75, 698, 202]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (610, 75), (534, 316), (932, 94), (695, 75), (392, 75), (96, 698), (741, 202)]"
144,Achilles_tendon;Achilles;Ethiopia;Africa;Bantu;<;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Ethiopia'), ('Ethiopia', 'Africa'), ('Africa', 'Bantu'), ('Bantu', '<'), ('<', 'Elephant'), ('Elephant', 'Ivory')]","[376, 924, 1011, 198, None, None, 741]","[252, 1483, 128, 1479, None, None, 202]","[1.0, 0.0, 1.0, 0.0, None, None, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (924, 1483), (1011, 128), (198, 1479), (None, None), (None, None), (741, 202)]"
145,Achilles_tendon;Achilles;Ethiopia;Africa;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Ethiopia'), ('Ethiopia', 'Africa'), ('Africa', 'Elephant'), ('Elephant', 'Ivory')]","[376, 924, 1011, 96, 741]","[252, 1483, 128, 698, 202]","[1.0, 0.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (924, 1483), (1011, 128), (96, 698), (741, 202)]"
146,Achilles_tendon;Latin;<;Achilles;Trojan_War;<;Trojan_War;Cyclops;Elephant;Ivory,"[('Achilles_tendon', 'Latin'), ('Latin', '<'), ('<', 'Achilles'), ('Achilles', 'Trojan_War'), ('Trojan_War', '<'), ('<', 'Trojan_War'), ('Trojan_War', 'Cyclops'), ('Cyclops', 'Elephant'), ('Elephant', 'Ivory')]","[1387, None, None, 610, None, None, 19, 1074, 741]","[845, None, None, 75, None, None, 5451, 893, 202]","[1.0, None, None, 1.0, None, None, 0.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(1387, 845), (None, None), (None, None), (610, 75), (None, None), (None, None), (19, 5451), (1074, 893), (741, 202)]"
147,Achilles_tendon;Achilles;Zeus;Domestic_goat;Indonesia;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Zeus'), ('Zeus', 'Domestic_goat'), ('Domestic_goat', 'Indonesia'), ('Indonesia', 'Elephant'), ('Elephant', 'Ivory')]","[376, 718, 171, 1422, 503, 741]","[252, 224, 1939, 1767, 2310, 202]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (718, 224), (171, 1939), (1422, 1767), (503, 2310), (741, 202)]"
148,Achilles_tendon;Achilles;Ethiopia;Africa;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Ethiopia'), ('Ethiopia', 'Africa'), ('Africa', 'Elephant'), ('Elephant', 'Ivory')]","[376, 924, 1011, 96, 741]","[252, 1483, 128, 698, 202]","[1.0, 0.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (924, 1483), (1011, 128), (96, 698), (741, 202)]"
149,Achilles_tendon;Latin;Europe;Africa;C%C3%B4te_d%27Ivoire;<;Elephant;Ivory,"[('Achilles_tendon', 'Latin'), ('Latin', 'Europe'), ('Europe', 'Africa'), ('Africa', 'C%C3%B4te_d%27Ivoire'), ('C%C3%B4te_d%27Ivoire', '<'), ('<', 'Elephant'), ('Elephant', 'Ivory')]","[1387, 1487, 251, 1315, None, None, 741]","[845, 135, 157, 2627, None, None, 202]","[1.0, 1.0, 1.0, 0.0, None, None, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(1387, 845), (1487, 135), (251, 157), (1315, 2627), (None, None), (None, None), (741, 202)]"
150,Achilles_tendon;Achilles;Trojan_War;Ethiopia;Kenya;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Trojan_War'), ('Trojan_War', 'Ethiopia'), ('Ethiopia', 'Kenya'), ('Kenya', 'Elephant'), ('Elephant', 'Ivory')]","[376, 610, 216, 226, 1170, 741]","[252, 75, 3333, 147, 1994, 202]","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (610, 75), (216, 3333), (226, 147), (1170, 1994), (741, 202)]"
151,Achilles_tendon;Achilles;Odysseus;Cyclops;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Odysseus'), ('Odysseus', 'Cyclops'), ('Cyclops', 'Elephant'), ('Elephant', 'Ivory')]","[376, 382, 482, 1074, 741]","[252, 739, 1767, 893, 202]","[1.0, 1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (382, 739), (482, 1767), (1074, 893), (741, 202)]"
152,Achilles_tendon;Achilles;Odysseus;Cyclops;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Odysseus'), ('Odysseus', 'Cyclops'), ('Cyclops', 'Elephant'), ('Elephant', 'Ivory')]","[376, 382, 482, 1074, 741]","[252, 739, 1767, 893, 202]","[1.0, 1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (382, 739), (482, 1767), (1074, 893), (741, 202)]"
153,Achilles_tendon;Achilles;Ethiopia;Africa;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Ethiopia'), ('Ethiopia', 'Africa'), ('Africa', 'Elephant'), ('Elephant', 'Ivory')]","[376, 924, 1011, 96, 741]","[252, 1483, 128, 698, 202]","[1.0, 0.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (924, 1483), (1011, 128), (96, 698), (741, 202)]"
154,Achilles_tendon;Latin;Roman_Empire;Maghreb;Africa;Elephant;Ivory,"[('Achilles_tendon', 'Latin'), ('Latin', 'Roman_Empire'), ('Roman_Empire', 'Maghreb'), ('Maghreb', 'Africa'), ('Africa', 'Elephant'), ('Elephant', 'Ivory')]","[1387, 464, 374, 875, 96, 741]","[845, 100, 176, 75, 698, 202]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(1387, 845), (464, 100), (374, 176), (875, 75), (96, 698), (741, 202)]"
155,Achilles_tendon;Achilles;Greece;<;Greece;Africa;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Greece'), ('Greece', '<'), ('<', 'Greece'), ('Greece', 'Africa'), ('Africa', 'Elephant'), ('Elephant', 'Ivory')]","[376, 398, None, None, 288, 96, 741]","[252, 2513, None, None, 166, 698, 202]","[1.0, 0.0, None, None, 1.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (398, 2513), (None, None), (None, None), (288, 166), (96, 698), (741, 202)]"
156,Achilles_tendon;Achilles;Greek_mythology;France;Sub-Saharan_Africa;Kenya;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Greek_mythology'), ('Greek_mythology', 'France'), ('France', 'Sub-Saharan_Africa'), ('Sub-Saharan_Africa', 'Kenya'), ('Kenya', 'Elephant'), ('Elephant', 'Ivory')]","[376, 33, 613, 527, 38, 1170, 741]","[252, 75, 5201, 4404, 639, 1994, 202]","[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (33, 75), (613, 5201), (527, 4404), (38, 639), (1170, 1994), (741, 202)]"
157,Achilles_tendon;Achilles;<;Achilles;Trojan_War;William_Shakespeare;England;Europe;Africa;Kenya;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', '<'), ('<', 'Achilles'), ('Achilles', 'Trojan_War'), ('Trojan_War', 'William_Shakespeare'), ('William_Shakespeare', 'England'), ('England', 'Europe'), ('Europe', 'Africa'), ('Africa', 'Kenya'), ('Kenya', 'Elephant'), ('Elephant', 'Ivory')]","[376, None, None, 610, 1131, 1556, 369, 251, 1532, 1170, 741]","[252, None, None, 75, 7336, 416, 75, 157, 2669, 1994, 202]","[1.0, None, None, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (None, None), (None, None), (610, 75), (1131, 7336), (1556, 416), (369, 75), (251, 157), (1532, 2669), (1170, 1994), (741, 202)]"
158,Achilles_tendon;Achilles;Ethiopia;Democratic_Republic_of_the_Congo;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Ethiopia'), ('Ethiopia', 'Democratic_Republic_of_the_Congo'), ('Democratic_Republic_of_the_Congo', 'Ivory')]","[376, 924, 0, 1305]","[252, 1483, 0, 784]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (924, 1483), (0, 0), (1305, 784)]"
159,Achilles_tendon;Achilles;Greek_mythology;Ancient_Greece;Europe;Africa;Gold;<;Egypt;Sahara;Horse;Mammal;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Greek_mythology'), ('Greek_mythology', 'Ancient_Greece'), ('Ancient_Greece', 'Europe'), ('Europe', 'Africa'), ('Africa', 'Gold'), ('Gold', '<'), ('<', 'Egypt'), ('Egypt', 'Sahara'), ('Sahara', 'Horse'), ('Horse', 'Mammal'), ('Mammal', 'Elephant'), ('Elephant', 'Ivory')]","[376, 33, 284, 1022, 251, 588, None, None, 222, 82, 1509, 481, 741]","[252, 75, 94, 94, 157, 1606, None, None, 185, 1152, 366, 2830, 202]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, None, None, 1.0, 0.0, 1.0, 0.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (33, 75), (284, 94), (1022, 94), (251, 157), (588, 1606), (None, None), (None, None), (222, 185), (82, 1152), (1509, 366), (481, 2830), (741, 202)]"
160,Achilles_tendon;Achilles;Ethiopia;Meat;Mammal;Elephant;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Ethiopia'), ('Ethiopia', 'Meat'), ('Meat', 'Mammal'), ('Mammal', 'Elephant'), ('Elephant', 'Ivory')]","[376, 924, 393, 630, 481, 741]","[252, 1483, 4322, 94, 2830, 202]","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (924, 1483), (393, 4322), (630, 94), (481, 2830), (741, 202)]"
161,Achilles_tendon;Achilles;Ethiopia;Scramble_for_Africa;Ivory,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Ethiopia'), ('Ethiopia', 'Scramble_for_Africa'), ('Scramble_for_Africa', 'Ivory')]","[376, 924, 369, 1493]","[252, 1483, 185, 2040]","[1.0, 0.0, 1.0, 0.0]",Achilles_tendon,Ivory,Achilles_tendon->Ivory,"[(376, 252), (924, 1483), (369, 185), (1493, 2040)]"
162,Achilles_tendon;Achilles;Zeus;Sea;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Zeus'), ('Zeus', 'Sea'), ('Sea', 'Ocean')]","[376, 718, 651, 353]","[252, 224, 1960, 75]","[1.0, 1.0, 0.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (718, 224), (651, 1960), (353, 75)]"
163,Achilles_tendon;Achilles;Danube;North_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Danube'), ('Danube', 'North_Sea'), ('North_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 1118, 869, 458, 1584]","[252, 1727, 1205, 75, 56]","[1.0, 0.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (1118, 1727), (869, 1205), (458, 75), (1584, 56)]"
164,Achilles_tendon;Achilles;Greece;<;Danube;North_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Greece'), ('Greece', '<'), ('<', 'Danube'), ('Danube', 'North_Sea'), ('North_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 398, None, None, 869, 458, 1584]","[252, 2513, None, None, 1205, 75, 56]","[1.0, 0.0, None, None, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (398, 2513), (None, None), (None, None), (869, 1205), (458, 75), (1584, 56)]"
165,Achilles_tendon;Achilles;Black_Sea;Sea;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Sea'), ('Sea', 'Ocean')]","[376, 420, 176, 353]","[252, 1989, 75, 75]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (176, 75), (353, 75)]"
166,Achilles_tendon;Latin;Europe;Arctic_Ocean;Ocean,"[('Achilles_tendon', 'Latin'), ('Latin', 'Europe'), ('Europe', 'Arctic_Ocean'), ('Arctic_Ocean', 'Ocean')]","[1387, 1487, 1134, 1584]","[845, 135, 75, 56]","[1.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(1387, 845), (1487, 135), (1134, 75), (1584, 56)]"
167,Achilles_tendon;Achilles;Black_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 420, 642, 1584]","[252, 1989, 75, 56]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (642, 75), (1584, 56)]"
168,Achilles_tendon;Achilles;Danube;North_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Danube'), ('Danube', 'North_Sea'), ('North_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 1118, 869, 458, 1584]","[252, 1727, 1205, 75, 56]","[1.0, 0.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (1118, 1727), (869, 1205), (458, 75), (1584, 56)]"
169,Achilles_tendon;Latin;United_States;Pacific_Ocean;Ocean,"[('Achilles_tendon', 'Latin'), ('Latin', 'United_States'), ('United_States', 'Pacific_Ocean'), ('Pacific_Ocean', 'Ocean')]","[1387, 54, 1157, 1584]","[845, 1786, 75, 56]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(1387, 845), (54, 1786), (1157, 75), (1584, 56)]"
170,Achilles_tendon;Achilles;Black_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 420, 642, 1584]","[252, 1989, 75, 56]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (642, 75), (1584, 56)]"
171,Achilles_tendon;Latin;English_language;World_War_II;Attack_on_Pearl_Harbor;Imperial_Japanese_Navy;Aircraft_carrier;Aircraft;Hydrogen;Water;Ocean,"[('Achilles_tendon', 'Latin'), ('Latin', 'English_language'), ('English_language', 'World_War_II'), ('World_War_II', 'Attack_on_Pearl_Harbor'), ('Attack_on_Pearl_Harbor', 'Imperial_Japanese_Navy'), ('Imperial_Japanese_Navy', 'Aircraft_carrier'), ('Aircraft_carrier', 'Aircraft'), ('Aircraft', 'Hydrogen'), ('Hydrogen', 'Water'), ('Water', 'Ocean')]","[1387, 1578, 330, 212, 1589, 1393, 379, 19, 582, 577]","[845, 537, 303, 461, 716, 3967, 75, 371, 199, 99]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(1387, 845), (1578, 537), (330, 303), (212, 461), (1589, 716), (1393, 3967), (379, 75), (19, 371), (582, 199), (577, 99)]"
172,Achilles_tendon;Achilles;Odysseus;Portugal;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Odysseus'), ('Odysseus', 'Portugal'), ('Portugal', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 382, 330, 309, 1584]","[252, 739, 4068, 94, 56]","[1.0, 1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (382, 739), (330, 4068), (309, 94), (1584, 56)]"
173,Achilles_tendon;Achilles;Black_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 420, 642, 1584]","[252, 1989, 75, 56]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (642, 75), (1584, 56)]"
174,Achilles_tendon;Latin;Great_Britain;British_Isles;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Latin'), ('Latin', 'Great_Britain'), ('Great_Britain', 'British_Isles'), ('British_Isles', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[1387, 165, 570, 1289, 1584]","[845, 1888, 236, 1258, 56]","[1.0, 0.0, 1.0, 0.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(1387, 845), (165, 1888), (570, 236), (1289, 1258), (1584, 56)]"
175,Achilles_tendon;Achilles;Black_Sea;Sea;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Sea'), ('Sea', 'Ocean')]","[376, 420, 176, 353]","[252, 1989, 75, 75]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (176, 75), (353, 75)]"
176,Achilles_tendon;Achilles;Zeus;Greek_mythology;Italy;France;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Zeus'), ('Zeus', 'Greek_mythology'), ('Greek_mythology', 'Italy'), ('Italy', 'France'), ('France', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 718, 33, 1187, 1238, 1012, 1584]","[252, 224, 75, 2243, 94, 94, 56]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (718, 224), (33, 75), (1187, 2243), (1238, 94), (1012, 94), (1584, 56)]"
177,Achilles_tendon;Achilles;Black_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 420, 642, 1584]","[252, 1989, 75, 56]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (642, 75), (1584, 56)]"
178,Achilles_tendon;Achilles;Black_Sea;Mediterranean_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Mediterranean_Sea'), ('Mediterranean_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 420, 806, 243, 1584]","[252, 1989, 75, 75, 56]","[1.0, 0.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (806, 75), (243, 75), (1584, 56)]"
179,Achilles_tendon;Achilles;Black_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 420, 642, 1584]","[252, 1989, 75, 56]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (642, 75), (1584, 56)]"
180,Achilles_tendon;Achilles;Trojan_War;Odysseus;Greece;Europe;Suez_Canal;Red_Sea;<;United_States;Pacific_Ocean;Water;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Trojan_War'), ('Trojan_War', 'Odysseus'), ('Odysseus', 'Greece'), ('Greece', 'Europe'), ('Europe', 'Suez_Canal'), ('Suez_Canal', 'Red_Sea'), ('Red_Sea', '<'), ('<', 'United_States'), ('United_States', 'Pacific_Ocean'), ('Pacific_Ocean', 'Water'), ('Water', 'Ocean')]","[376, 610, 246, 1138, 185, 1073, 459, None, None, 1157, 974, 577]","[252, 75, 113, 138, 166, 947, 94, None, None, 75, 75, 99]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, None, None, 1.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (610, 75), (246, 113), (1138, 138), (185, 166), (1073, 947), (459, 94), (None, None), (None, None), (1157, 75), (974, 75), (577, 99)]"
181,Achilles_tendon;Achilles;Odysseus;<;Black_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Odysseus'), ('Odysseus', '<'), ('<', 'Black_Sea'), ('Black_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 382, None, None, 642, 1584]","[252, 739, None, None, 75, 56]","[1.0, 1.0, None, None, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (382, 739), (None, None), (None, None), (642, 75), (1584, 56)]"
182,Achilles_tendon;Achilles;Black_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 420, 642, 1584]","[252, 1989, 75, 56]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (642, 75), (1584, 56)]"
183,Achilles_tendon;Latin;Europe;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Latin'), ('Latin', 'Europe'), ('Europe', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[1387, 1487, 19, 1584]","[845, 135, 75, 56]","[1.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(1387, 845), (1487, 135), (19, 75), (1584, 56)]"
184,Achilles_tendon;Latin;English_language;England;Europe;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Latin'), ('Latin', 'English_language'), ('English_language', 'England'), ('England', 'Europe'), ('Europe', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[1387, 1578, 324, 369, 19, 1584]","[845, 537, 75, 75, 75, 56]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(1387, 845), (1578, 537), (324, 75), (369, 75), (19, 75), (1584, 56)]"
185,Achilles_tendon;Achilles;Greek_mythology;Ancient_Greece;Black_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Greek_mythology'), ('Greek_mythology', 'Ancient_Greece'), ('Ancient_Greece', 'Black_Sea'), ('Black_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[376, 33, 284, 578, 642, 1584]","[252, 75, 94, 769, 75, 56]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (33, 75), (284, 94), (578, 769), (642, 75), (1584, 56)]"
186,Achilles_tendon;Achilles;Zeus;Sea;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Zeus'), ('Zeus', 'Sea'), ('Sea', 'Ocean')]","[376, 718, 651, 353]","[252, 224, 1960, 75]","[1.0, 1.0, 0.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (718, 224), (651, 1960), (353, 75)]"
187,Achilles_tendon;Achilles;Zeus;Sea;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Zeus'), ('Zeus', 'Sea'), ('Sea', 'Ocean')]","[376, 718, 651, 353]","[252, 224, 1960, 75]","[1.0, 1.0, 0.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (718, 224), (651, 1960), (353, 75)]"
188,Achilles_tendon;Achilles;Odysseus;Odyssey;<;<;Black_Sea;Sea;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Odysseus'), ('Odysseus', 'Odyssey'), ('Odyssey', '<'), ('<', '<'), ('<', 'Black_Sea'), ('Black_Sea', 'Sea'), ('Sea', 'Ocean')]","[376, 382, 1584, None, None, None, 176, 353]","[252, 739, 636, None, None, None, 75, 75]","[1.0, 1.0, 1.0, None, None, None, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (382, 739), (1584, 636), (None, None), (None, None), (None, None), (176, 75), (353, 75)]"
189,Achilles_tendon;Achilles;Black_Sea;Sea;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Sea'), ('Sea', 'Ocean')]","[376, 420, 176, 353]","[252, 1989, 75, 75]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (176, 75), (353, 75)]"
190,Achilles_tendon;Achilles;Black_Sea;Sea;Ocean,"[('Achilles_tendon', 'Achilles'), ('Achilles', 'Black_Sea'), ('Black_Sea', 'Sea'), ('Sea', 'Ocean')]","[376, 420, 176, 353]","[252, 1989, 75, 75]","[1.0, 0.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(376, 252), (420, 1989), (176, 75), (353, 75)]"
191,Achilles_tendon;Latin;Rome;World_War_II;United_States;Caribbean_Sea;Atlantic_Ocean;Ocean,"[('Achilles_tendon', 'Latin'), ('Latin', 'Rome'), ('Rome', 'World_War_II'), ('World_War_II', 'United_States'), ('United_States', 'Caribbean_Sea'), ('Caribbean_Sea', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ocean')]","[1387, 630, 280, 1406, 1037, 680, 1584]","[845, 75, 240, 658, 281, 75, 56]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Achilles_tendon,Ocean,Achilles_tendon->Ocean,"[(1387, 845), (630, 75), (280, 240), (1406, 658), (1037, 281), (680, 75), (1584, 56)]"
